FECcommittee,icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt,multiple.dist,alt.dist,dup.account,Official
C00664375,21941,elaine,luria,elaineluria,VA,House,2,,,,RepElaineLuria,,,,,,,1,,,,1
C00366948,20119,stephen,lynch,stephenlynch,MA,House,8,D,10/23/2001,1/3/2019,repstephenlynch,1,2742,0,0,700,0.255,1,,,,1
C00366948,20119,stephen,lynch,stephenlynch,MA,House,8,D,10/23/2001,1/3/2019,RepLynch,,,,,,,1,,,,1
C00557520,21537,tom,macarthur,tommacarthur,NJ,House,3,R,1/6/2015,1/3/2019,reptommacarthur,4,1511,0,0,1320,0.874,1,,,,1
C00557520,21537,tom,macarthur,tommacarthur,NJ,House,3,R,1/6/2015,1/3/2019,tmac4congress,,,,,,,1,,,,0
C00391243,20503,connie,mack,conniemack,FL,House,14,R,1/4/2005,1/3/2013,conniemackiv,6,2123,0,0,1310,0.617,1,,,,0
C00391243,20503,connie,mack,conniemack,FL,House,14,R,1/4/2005,1/3/2013,RepConnieMack,,,,,,,1,,,,1
C00417550,20935,daniel,maffei,danielmaffei,NY,House,24,D,1/6/2009,1/3/2015,danmaffeiny,1,306,0,0,288,0.941,1,1,25,,0
C00417550,20935,daniel,maffei,danielmaffei,NY,House,24,D,1/6/2009,1/3/2015,DanMaffei,,,,,,,1,1,25,,0
C00656686,21942,tom,malinowski,tommalinowski,NJ,House,7,,,,Malinowski,,,,,,,1,,,,0
C00656686,21942,tom,malinowski,tommalinowski,NJ,House,7,,,,RepMalinowski,,,,,,,1,,,,1
C00273169,29379,carolyn,maloney,carolynmaloney,NY,House,12,D,1/5/1993,1/3/2019,repmaloney,6,3368,0,0,2401,0.713,1,,,,1
C00273169,29379,carolyn,maloney,carolynmaloney,NY,House,12,D,1/5/1993,1/3/2019,CarolynBMaloney,,,,,,,1,,,,0
C00512426,21344,sean,maloney,seanmaloney,NY,House,18,D,1/3/2013,1/3/2019,repseanmaloney,5,3016,0,0,17,0.006,1,,,,1
C00512426,21344,sean,maloney,seanmaloney,NY,House,18,D,1/3/2013,1/3/2019,MaloneyforNY,,,,,,,1,,,,0
C00486563,40915,joe,manchin,joemanchin,WV,Senate,NA,D,11/15/2010,1/3/2019,sen_joemanchin,6,4413,0,1,NA,NA,1,,,,1
C00486563,40915,joe,manchin,joemanchin,WV,Senate,NA,D,11/15/2010,1/3/2019,JoeManchinWV,,,,,,,1,,,,0
C00393348,20532,kenny,marchant,kennymarchant,TX,House,24,R,1/4/2005,1/3/2019,repkenmarchant,2,4901,0,0,2137,0.436,1,,,,1
C00393348,20532,kenny,marchant,kennymarchant,TX,House,24,R,1/4/2005,1/3/2019,MarchantforTX24,,,,,,,1,,,,0
C00475145,21170,tom,marino,tommarino,PA,House,10,R,1/5/2011,1/3/2019,reptommarino,3,2890,0,0,2546,0.881,1,,,,1
C00475145,21170,tom,marino,tommarino,PA,House,10,R,1/5/2011,1/3/2019,Marino4Congress,,,,,,,1,,,,0
C00196774,14435,edward,markey,edwardmarkey,MA,Senate,NA,D,1/14/1975,1/3/2021,senmarkey,2,8902,1,1,NA,NA,1,,,,1
C00196774,14435,edward,markey,edwardmarkey,MA,Senate,NA,D,1/14/1975,1/3/2021,EdMarkey,,,,,,,1,,,,0
C00576173,21734,roger,marshall,rogermarshall,KS,House,1,R,1/3/2017,1/3/2019,repmarshall,0,0,1,0,NA,NA,1,,,,1
C00576173,21734,roger,marshall,rogermarshall,KS,House,1,R,1/3/2017,1/3/2019,rogermarshallmd,5,699,0,0,38,0.054,1,,,,0
C00394338,40501,mel,martinez,melmartinez,FL,Senate,NA,R,1/4/2005,9/9/2009,melmartinez,2,42,1,1,NA,NA,0,,,,0
C00509729,31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,1/3/2019,repthomasmassie,4,2111,0,1,NA,NA,1,,,,1
C00509729,31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,1/3/2019,Thomas_Massie,,,,,,,1,,,,0
C00509729,31102,thomas,massie,thomasmassie,KY,House,4,R,11/13/2012,1/3/2019,ThomasMassieKY,,,,,,,1,,,,0
C00632257,21735,brian,mast,brianmast,FL,House,18,R,1/3/2017,1/3/2019,repbrianmast,5,240,0,1,NA,NA,1,,,,1
C00632257,21735,brian,mast,brianmast,FL,House,18,R,1/3/2017,1/3/2019,BrianMastFL,,,,,,,1,,,,0
C00344721,20140,jim,matheson,jimmatheson,UT,House,4,D,1/3/2001,1/3/2015,repjimmatheson,6,1176,0,1,NA,NA,0,1,2,,1
C00409219,20538,doris,matsui,dorismatsui,CA,House,6,D,3/10/2005,1/3/2019,dorismatsui,3,2155,0,0,1630,0.756,1,,,,0
C00409219,20538,doris,matsui,dorismatsui,CA,House,6,D,3/10/2005,1/3/2019,Matsui4Congress,,,,,,,1,,,,0
C00658633,21943,ben,mcadams,benmcadams,UT,House,4,,,,BenMcAdams,,,,,,,1,,,,0
C00658633,21943,ben,mcadams,benmcadams,UT,House,4,,,,RepBenMcAdams,,,,,,,1,,,,1
C00549352,21374,vance,mcallister,vancemcallister,LA,House,5,R,11/16/2013,1/3/2015,vance4louisiana,2,42,0,1,NA,NA,1,,,,0
C00549352,21374,vance,mcallister,vancemcallister,LA,House,5,R,11/16/2013,1/3/2015,vancemcallister,7,10,0,0,2,0.2,1,,,,0
C00672295,21944,Lucy,McBath,lucymcbath,GA,House,6,,,,lucymcbath,,,,,,,1,,,,0
C00672295,21944,Lucy,McBath,lucymcbath,GA,House,6,,,,RepLucyMcBath,,,,,,,1,,,,1
C00540310,15039,john,mccain,johnmccain,AZ,Senate,NA,R,1/3/1983,1/3/2023,senjohnmccain,2,12671,0,0,10609,0.837,0,,,,1
C00318931,29744,carolyn,mccarthy,carolynmccarthy,NY,House,4,D,1/7/1997,1/3/2015,repmccarthyny,5,186,0,0,168,0.903,1,,,,1
C00318931,29744,carolyn,mccarthy,carolynmccarthy,NY,House,4,D,1/7/1997,1/3/2015,carolynmccarthy,,,,,,,1,,,,0
C00420935,20703,kevin,mccarthy,kevinmccarthy,CA,House,23,R,1/4/2007,1/3/2019,gopleader,2,8252,0,0,3707,0.449,1,,,1,0
C00420935,20703,kevin,mccarthy,kevinmccarthy,CA,House,23,R,1/4/2007,1/3/2019,kevinomccarthy,,,,,,,1,,,,0
C00431304,40701,claire,mccaskill,clairemccaskill,MO,Senate,NA,D,1/4/2007,1/3/2019,clairecmc,4,4228,0,1,NA,NA,1,,,,0
C00431304,40701,claire,mccaskill,clairemccaskill,MO,Senate,NA,D,1/4/2007,1/3/2019,McCaskillOffice,,,,,,,1,,,,0
C00392688,20530,michael,mccaul,michaelmccaul,TX,House,10,R,1/4/2005,1/3/2019,repmccaul,7,2517,0,1,NA,NA,1,,,,1
C00392688,20530,michael,mccaul,michaelmccaul,TX,House,10,R,1/4/2005,1/3/2019,McCaulforTexas,,,,,,,1,,,,0
C00446815,20903,tom,mcclintock,tommcclintock,CA,House,4,R,1/6/2009,1/3/2019,repmcclintock,2,287,0,0,245,0.854,1,,,,1
C00446815,20903,tom,mcclintock,tommcclintock,CA,House,4,R,1/6/2009,1/3/2019,tommcclintock,,,,,,,1,,,,0
C00354688,,betty,mccollum,bettymccollum,MN,House,4,D,,,VoteBetty,,,,,,,,,,,
C00354688,20122,betty,mccollum,bettymccollum,MN,House,4,D,1/3/2001,1/3/2019,bettymccollum04,0,4184,0,1,NA,NA,0,,,,0
C00193342,,mitch,mcconnell,mitchmcconnell,KY,Senate,NA,R,,,LeaderMcConnell,,,,,,,,,,,
C00193342,14921,mitch,mcconnell,mitchmcconnell,KY,Senate,NA,R,1/3/1985,1/3/2021,mcconnellpress,6,8946,0,1,NA,NA,1,,,,0
C00193342,14921,mitch,mcconnell,mitchmcconnell,KY,Senate,NA,R,1/3/1985,1/3/2021,senatemajldr,2,1824,1,1,NA,NA,1,,,,1
C00365841,20332,thaddeus,mccotter,thaddeusmccotter,MI,House,11,R,1/7/2003,7/6/2012,thadmccotter,0,8807,0,0,4786,0.543,0,,,,0
C00569145,15613,jim,mcdermott,jimmcdermott,WA,House,7,D,1/3/1989,1/3/2017,repjimmcdermott,7,1893,0,0,1471,0.777,1,,,,1
C00569145,15613,jim,mcdermott,jimmcdermott,WA,House,7,D,1/3/1989,1/3/2017,jimacmcdermott,,,,,,,1,,,,0
C00610964,21736,donald,mceachin,donaldmceachin,VA,House,4,D,1/3/2017,1/3/2019,repmceachin,2,444,0,0,324,0.73,1,,,,1
C00610964,21736,donald,mceachin,donaldmceachin,VA,House,4,D,1/3/2017,1/3/2019,Donald_McEachin,,,,,,,1,,,,0
C00285171,29729,james,mcgovern,jamesmcgovern,MA,House,2,D,1/7/1997,1/3/2019,repmcgovern,0,6312,0,1,NA,NA,1,,,,1
C00285171,29729,james,mcgovern,jamesmcgovern,MA,House,2,D,1/7/1997,1/3/2019,McGovernMA,,,,,,,1,,,,0
C00393629,20522,patrick,mchenry,patrickmchenry,NC,House,10,R,1/4/2005,1/3/2019,patrickmchenry,6,4001,0,0,3050,0.762,1,,,,0
C00393629,20522,patrick,mchenry,patrickmchenry,NC,House,10,R,1/4/2005,1/3/2019,McHenryCampaign,,,,,,,1,,,,0
C00306829,29746,mike,mcintyre,mikemcintyre,NC,House,7,D,1/7/1997,1/3/2015,mikemcintyrenc,0,338,0,0,323,0.956,0,,,,0
C00258244,29315,howard,mckeon,howardmckeon,CA,House,25,R,1/5/1993,1/3/2015,mckeon4congress,7,182,0,0,159,0.874,1,,,,0
C00258244,29315,howard,mckeon,howardmckeon,CA,House,25,R,1/5/1993,1/3/2015,chairmanmckeon,,,,,,,1,,,,0
C00473132,21188,david,mckinley,davidmckinley,WV,House,1,R,1/5/2011,1/3/2019,repmckinley,3,3952,0,1,NA,NA,1,,,,1
C00473132,21188,david,mckinley,davidmckinley,WV,House,1,R,1/5/2011,1/3/2019,mckinley4cong,,,,,,,1,,,,0
C0039047,20535,cathy,mcmorrisrodgers,cathymcmorrisrodgers,WA,House,5,R,1/4/2005,1/3/2019,cathymcmorris,7,6738,1,1,NA,NA,1,,,,0
C0039047,20535,cathy,mcmorrisrodgers,cathymcmorrisrodgers,WA,House,5,R,1/4/2005,1/3/2019,TeamCMR,,,,,,,1,,,,0
C00398644,20702,jerry,mcnerney,jerrymcnerney,CA,House,9,D,1/4/2007,1/3/2019,repmcnerney,3,1680,0,0,1432,0.852,1,,,,1
C00398644,20702,jerry,mcnerney,jerrymcnerney,CA,House,9,D,1/4/2007,1/3/2019,jerrymcnerney,,,,,,,1,,,,0
C00666040,,martha,mcsally,marthamcsally,AZ,Senate,,,,,SenMcSallyAZ,,,,,,,,,,,
C00512236,21501,martha,mcsally,marthamcsally,AZ,House,2,R,1/6/2015,1/3/2019,repmcsally,2,1874,0,0,1596,0.852,1,,,,1
C00512236,21501,martha,mcsally,marthamcsally,AZ,House,2,R,1/6/2015,1/3/2019,MarthaMcSally,,,,,,,1,,,,0
C00503094,21348,mark,meadows,markmeadows,NC,House,11,R,1/3/2013,1/3/2019,repmarkmeadows,7,3650,0,0,2472,0.677,1,,,,1
C00503094,21348,mark,meadows,markmeadows,NC,House,11,R,1/3/2013,1/3/2019,MarkMeadows,,,,,,,1,,,,0
C00466870,21168,patrick,meehan,patrickmeehan,PA,House,7,R,1/5/2011,1/3/2019,repmeehan,1,3906,0,1,NA,NA,1,,,,1
C00466870,21168,patrick,meehan,patrickmeehan,PA,House,7,R,1/5/2011,1/3/2019,PatMeehanPA,,,,,,,1,,,,0
C00430991,,gregory,meeks,gregorymeeks,NY,House,5,D,,,GregMeeksNYC,,,,,,,,,,,
C00430991,29776,gregory,meeks,gregorymeeks,NY,House,5,D,1/7/1997,1/3/2019,gregorymeeks,3,2851,0,0,2424,0.85,0,,,,0
C00264564,29373,robert,menendez,robertmenendez,NJ,Senate,NA,D,1/5/1993,1/3/2019,senatormenendez,7,5161,1,1,NA,NA,1,,,,1
C00264564,29373,robert,menendez,robertmenendez,NJ,Senate,NA,D,1/5/1993,1/3/2019,BobMenendezNJ,,,,,,,1,,,,0
C00516666,21342,grace,meng,gracemeng,NY,House,6,D,1/3/2013,1/3/2019,repgracemeng,2,3239,0,0,2854,0.881,1,,,,1
C00516666,21342,grace,meng,gracemeng,NY,House,6,D,1/3/2013,1/3/2019,Grace4NY,,,,,,,1,,,,0
C00437277,40908,jeff,merkley,jeffmerkley,OR,Senate,NA,D,1/6/2009,1/3/2021,senjeffmerkley,7,4627,0,0,525,0.113,1,,,,1
C00437277,40908,jeff,merkley,jeffmerkley,OR,Senate,NA,D,1/6/2009,1/3/2021,JeffMerkley,,,,,,,1,,,,0
C00460667,21332,luke,messer,lukemesser,IN,House,6,R,1/3/2013,1/3/2019,replukemesser,7,1647,0,1,NA,NA,1,,,,1
C00460667,21332,luke,messer,lukemesser,IN,House,6,R,1/3/2013,1/3/2019,LukeMesserIN,,,,,,,1,,,,0
C00654723,21945,dan,meuser,danmeuser,PA,House,9,,,,Meuser4Congress,,,,,,,1,,,,0
C00654723,21945,dan,meuser,danmeuser,PA,House,9,,,,RepMeuser,,,,,,,1,,,,1
C00283051,29331,john,mica,johnmica,FL,House,7,R,1/5/1993,1/3/2017,micaforcongress,6,159,0,0,146,0.918,1,,,,0
C00283051,29331,john,mica,johnmica,FL,House,7,R,1/5/1993,1/3/2017,repjohnmica,1,0,1,0,NA,NA,1,,,,1
C00367821,20328,michael,michaud,michaelmichaud,ME,House,2,D,1/7/2003,1/3/2015,mikehmichaud,5,761,0,0,536,0.704,1,,,,0
C00367821,20328,michael,michaud,michaelmichaud,ME,House,2,D,1/7/2003,1/3/2015,Michaud2014,,,,,,,1,,,,0
C00199273,14440,barbara,mikulski,barbaramikulski,MD,Senate,NA,D,1/4/1977,1/3/2017,senatorbarb,4,4652,0,0,4089,0.879,0,,,,1
C00371211,20341,brad,miller,bradmiller,NC,House,13,D,1/7/2003,1/3/2013,repbradmiller,5,389,0,0,279,0.717,0,,,,1
C00365593,20331,candice,miller,candicemiller,MI,House,10,R,1/7/2003,12/31/2016,candicemiller,2,875,0,0,627,0.717,0,,,,0
C00653220,21946,carol,miller,carolmiller,WV,House,3,,,,CarolMillerWV,,,,,,,1,,,,0
C00653220,21946,carol,miller,carolmiller,WV,House,3,,,,RepCarolMiller,,,,,,,1,,,,1
C00331496,29905,gary,miller,garymiller,CA,House,31,R,1/6/1999,1/3/2015,garymillerca,5,836,0,0,671,0.803,1,1,42,,0
C00331496,29905,gary,miller,garymiller,CA,House,31,R,1/6/1999,1/3/2015,RepGaryMiller,,,,,,,1,1,42,,1
C00026757,14256,george,miller,georgemiller,CA,House,11,D,1/14/1975,1/3/2015,askgeorge,4,2519,0,1,NA,NA,0,1,7,,0
C00366757,20110,jeff,miller,jeffmiller,FL,House,1,R,10/23/2001,1/3/2017,repjeffmiller,6,424,0,0,187,0.441,0,,,,1
C00581090,21737,paul,mitchell,paulmitchell,MI,House,10,R,1/3/2017,1/3/2019,reppaulmitchell,5,151,0,0,97,0.642,0,,,,1
C00561530,21526,john,moolenaar,johnmoolenaar,MI,House,4,R,1/6/2015,1/3/2019,repmoolenaar,0,607,0,1,NA,NA,1,,,,1
C00561530,21526,john,moolenaar,johnmoolenaar,MI,House,4,R,1/6/2015,1/3/2019,JohnMoolenaar,,,,,,,1,,,,0
C00629949,21557,alex,mooney,alexmooney,WV,House,2,R,1/6/2015,1/3/2019,repalexmooney,7,960,0,1,NA,NA,1,,,,1
C00629949,21557,alex,mooney,alexmooney,WV,House,2,R,1/6/2015,1/3/2019,MooneyforWV,,,,,,,1,,,,0
C00397505,20537,gwen,moore,gwenmoore,WI,House,4,D,1/4/2005,1/3/2019,repgwenmoore,0,5127,0,1,NA,NA,1,,,,1
C00397505,20537,gwen,moore,gwenmoore,WI,House,4,D,1/4/2005,1/3/2019,Gwen4Congress,,,,,,,1,,,,0
C00241349,29149,james,moran,jamesmoran,VA,House,8,D,1/3/1991,1/3/2015,jim_moran,0,1743,0,0,1428,0.819,0,,,,0
C00458315,29722,jerry,moran,jerrymoran,KS,Senate,NA,R,1/7/1997,1/3/2023,jerrymoran,4,3903,0,0,3219,0.825,0,,,,0
C00547240,21525,seth,moulton,sethmoulton,MA,House,6,D,1/6/2015,1/3/2019,sethmoulton,3,7640,0,1,NA,NA,1,,,,0
C00547240,21525,seth,moulton,sethmoulton,MA,House,6,D,1/6/2015,1/3/2019,teammoulton,,,,,,,1,,,,0
C00652065,21947,Debbie,MucarselPowell,DebbieMucarselPowell,FL,House,26,,,,DebbieforFL,,,,,,,1,,,,0
C00652065,21947,Debbie,MucarselPowell,DebbieMucarselPowell,FL,House,26,,,,RepDMP,,,,,,,1,,,,1
C00498345,21355,markwayne,mullin,markwaynemullin,OK,House,2,R,1/3/2013,1/3/2019,repmullin,1,1894,0,0,1624,0.857,1,,,,1
C00498345,21355,markwayne,mullin,markwaynemullin,OK,House,2,R,1/3/2013,1/3/2019,MarkwayneMullin,,,,,,,1,,,,0
C00384529,40300,lisa,murkowski,lisamurkowski,AK,Senate,NA,R,1/7/2003,1/3/2023,lisamurkowski,3,4355,1,1,NA,NA,1,,,,0
C00384529,40300,lisa,murkowski,lisamurkowski,AK,Senate,NA,R,1/7/2003,1/3/2023,LisaForSenate,,,,,,,1,,,,0
C00492645,20707,christopher,murphy,christophermurphy,CT,Senate,NA,D,1/4/2007,1/3/2019,chrismurphyct,3,13438,0,1,NA,NA,1,,,,0
C00492645,20707,christopher,murphy,christophermurphy,CT,Senate,NA,D,1/4/2007,1/3/2019,SenMurphyOffice,,,,,,,1,,,,1
C00493825,21319,patrick,murphy,patrickmurphy,FL,House,18,D,1/3/2013,1/3/2017,patrickmurphyfl,7,2794,0,0,1983,0.71,0,,,,0
C00620443,21738,stephanie,murphy,stephaniemurphy,FL,House,7,D,1/3/2017,1/3/2019,repstephmurphy,1,309,0,0,185,0.599,1,,,,1
C00620443,21738,stephanie,murphy,stephaniemurphy,FL,House,7,D,1/3/2017,1/3/2019,SMurphyCongress,,,,,,,1,,,,0
C00372201,20346,tim,murphy,timmurphy,PA,House,18,R,1/7/2003,1/3/2019,reptimmurphy,7,4037,0,1,NA,NA,0,,,,1
C00257642,49308,patty,murray,pattymurray,WA,Senate,NA,D,1/5/1993,1/3/2023,pattymurray,5,10454,0,0,8113,0.776,1,,,,0
C00257642,49308,patty,murray,pattymurray,WA,Senate,NA,D,1/5/1993,1/3/2023,MurrayCampaign,,,,,,,1,,,,0
C00290825,29377,jerrold,nadler,jerroldnadler,NY,House,10,D,11/3/1992,1/3/2019,repjerrynadler,0,3003,0,0,488,0.163,1,,,,1
C00290825,29377,jerrold,nadler,jerroldnadler,NY,House,10,D,11/3/1992,1/3/2019,JerryNadler,,,,,,,1,,,,0
C00334706,,grace,napolitano,gracenapolitano,CA,House,32,D,,,grace4congress,,,,,,,,,,,
C00334706,29903,grace,napolitano,gracenapolitano,CA,House,32,D,1/6/1999,1/3/2019,gracenapolitano,4,1571,0,1,NA,NA,0,,,,0
C00226522,,richard,neal,richardneal,MA,House,1,D,,,NealForCongress,,,,,,,,,,,
C00226522,15616,richard,neal,richardneal,MA,House,1,D,1/3/1989,1/3/2019,reprichardneal,7,876,1,1,NA,NA,0,,,,1
C00502534,21310,gloria,negretemcleod,glorianegretemcleod,CA,House,35,D,1/3/2013,1/3/2015,repmcleod,3,415,0,0,356,0.858,1,,,,1
C00502534,21310,gloria,negretemcleod,glorianegretemcleod,CA,House,35,D,1/3/2013,1/3/2015,Negrete_McLeod,,,,,,,1,,,,0
C00648253,21948,Joe,Neguse,joeneguse,CO,House,2,,,,RepJoeNeguse,,,,,,,1,,,,1
C00648253,21948,Joe,Neguse,joeneguse,CO,House,2,,,,JoeNeguse,,,,,,,1,,,,0
C00432401,40103,ben,nelson,bennelson,NE,Senate,NA,D,1/3/2001,1/3/2013,bennelson2012,4,5,0,0,5,1,0,,,,0
C00344051,14651,bill,nelson,billnelson,FL,Senate,NA,D,1/15/1979,1/3/2019,senbillnelson,4,591,0,0,390,0.66,1,,,,1
C00344051,14651,bill,nelson,billnelson,FL,Senate,NA,D,1/15/1979,1/3/2019,NelsonForSenate,,,,,,,1,,,,0
C00384016,20353,randy,neugebauer,randyneugebauer,TX,House,19,R,6/5/2003,1/3/2017,randyneugebauer,4,3818,0,0,3272,0.857,1,,,,0
C00384016,20353,randy,neugebauer,randyneugebauer,TX,House,19,R,6/5/2003,1/3/2017,RandyforTexas,,,,,,,1,,,,0
C00559393,,dan,newhouse,dannewhouse,WA,House,4,R,,,Newhouse4Rep,,,,,,,,,,,
C00559393,21556,dan,newhouse,dannewhouse,WA,House,4,R,1/6/2015,1/3/2019,repnewhouse,6,857,0,1,NA,NA,0,,,,1
C00476853,21177,kristi,noem,kristinoem,SD,House,0,R,1/5/2011,1/3/2019,repkristinoem,4,3990,0,1,NA,NA,1,,,,1
C00476853,21177,kristi,noem,kristinoem,SD,House,0,R,1/5/2011,1/3/2019,KristiNoem,,,,,,,1,,,,0
C00499053,14263,richard,nolan,richardnolan,MN,House,8,D,1/14/1975,1/3/2019,usrepricknolan,5,2203,0,0,1678,0.762,1,,,,1
C00499053,14263,richard,nolan,richardnolan,MN,House,8,D,1/14/1975,1/3/2019,RickNolanMN,,,,,,,1,,,,0
C00558320,21536,donald,norcross,donaldnorcross,NJ,House,1,D,11/12/2014,1/3/2019,donaldnorcross,3,5953,0,1,NA,NA,1,,,,0
C00558320,21536,donald,norcross,donaldnorcross,NJ,House,1,D,11/12/2014,1/3/2019,DonNorcross4NJ,,,,,,,1,,,,0
C00633610,21753,ralph,norman,ralphnorman,SC,House,5,R,,,RepRalphNorman,,,,,,,1,,,,1
C00633610,21753,ralph,norman,ralphnorman,SC,House,5,R,,,RalphNorman,,,,,,,1,,,,0
C00482281,21115,richard,nugent,richardnugent,FL,House,11,R,1/5/2011,1/3/2017,reprichnugent,6,68,0,0,64,0.941,0,1,5,,1
C00370056,20307,devin,nunes,devinnunes,CA,House,22,R,1/7/2003,1/3/2019,repdevinnunes,1,138,1,1,NA,NA,1,,,,1
C00370056,20307,devin,nunes,devinnunes,CA,House,22,R,1/7/2003,1/3/2019,DevinNunes,,,,,,,1,,,,0
C00370056,20307,devin,nunes,devinnunes,CA,House,22,R,1/7/2003,1/3/2019,DevinGNunes,,,,,,,1,,,,0
C00464487,21147,alan,nunnelee,alannunnelee,MS,House,1,R,1/5/2011,2/6/2015,alannunnelee,3,1,1,0,NA,NA,1,,,,0
C00464487,21147,alan,nunnelee,alannunnelee,MS,House,1,R,1/5/2011,2/6/2015,Nunnelee2012,,,,,,,1,,,,0
C00639591,21949,Alexandria,Ocasio-Cortez,alexandriaOcasio-Cortez,NY,House,14,,,,AOC,,,,,,,1,,,,0
C00639591,21949,Alexandria,Ocasio-Cortez,alexandriaOcasio-Cortez,NY,House,14,,,,RepAOC,,,,,,,1,,,,1
C00582890,21739,tom,ohalleran,tomohalleran,AZ,House,1,D,1/3/2017,1/3/2019,repohalleran,7,411,0,0,250,0.608,1,,,,1
C00582890,21739,tom,ohalleran,tomohalleran,AZ,House,1,D,1/3/2017,1/3/2019,TomOHalleran,,,,,,,1,,,,0
C00437913,20948,pete,olson,peteolson,TX,House,22,R,1/6/2009,1/3/2019,reppeteolson,5,5274,0,0,4749,0.9,1,,,,1
C00437913,20948,pete,olson,peteolson,TX,House,22,R,1/6/2009,1/3/2019,PeteOlson,,,,,,,1,,,,0
C00680934,21950,Ilhan,Omar,IlhanOmar,MN,House,5,,,,IlhanMN,,,,,,,1,,,,0
C00680934,21950,Ilhan,Omar,IlhanOmar,MN,House,5,,,,Ilhan,,,,,,,1,,,,0
C00501197,21361,beto,orourke,betoorourke,TX,House,16,D,1/3/2013,1/3/2019,repbetoorourke,6,3629,0,1,NA,NA,1,,,,1
C00501197,21361,beto,orourke,betoorourke,TX,House,16,D,1/3/2013,1/3/2019,BetoForCongress,,,,,,,1,,,,0
C00501197,21361,beto,orourke,betoorourke,TX,House,16,D,1/3/2013,1/3/2019,BetoORourke,,,,,,,1,,,,0
C00464495,20957,william,owens,williamowens,NY,House,21,D,11/3/2009,1/3/2015,billowensny,6,1914,0,0,1588,0.83,0,1,23,,0
C00477323,21148,steven,palazzo,stevenpalazzo,MS,House,4,R,1/5/2011,1/3/2019,congpalazzo,4,2005,0,0,1522,0.759,1,,,,0
C00477323,21148,steven,palazzo,stevenpalazzo,MS,House,4,R,1/5/2011,1/3/2019,StevenPalazzo,,,,,,,1,,,,0
C00226928,15454,frank,pallone,frankpallone,NJ,House,6,D,1/6/1987,1/3/2019,frankpallone,7,8498,0,1,NA,NA,1,,,,0
C00226928,15454,frank,pallone,frankpallone,NJ,House,6,D,1/6/1987,1/3/2019,pallonefornj,,,,,,,1,,,,0
C00551374,21500,gary,palmer,garypalmer,AL,House,6,R,1/6/2015,1/3/2019,usrepgarypalmer,2,1591,0,1,NA,NA,1,,,,1
C00551374,21500,gary,palmer,garypalmer,AL,House,6,R,1/6/2015,1/3/2019,Palmer4Alabama,,,,,,,1,,,,0
C00592154,21740,jimmy,panetta,jimmypanetta,CA,House,20,D,1/3/2017,1/3/2019,repjimmypanetta,3,323,0,1,NA,NA,1,,,,1
C00592154,21740,jimmy,panetta,jimmypanetta,CA,House,20,D,1/3/2017,1/3/2019,JimmyPanetta,,,,,,,1,,,,0
C00640045,21919,Lizzie,Pannill Fletcher,LizziePannillFletcher,TX,House,7,,,,Lizzie4Congress,,,,,,,1,,,,0
C00640045,21919,Lizzie,Pannill Fletcher,LizziePannillFletcher,TX,House,7,,,,RepFletcher,,,,,,,1,,,,1
C00660464,21951,Chris,Pappas,chrispappas,NH,House,1,,,,RepChrisPappas,,,,,,,1,,,,1
C00660464,21951,Chris,Pappas,chrispappas,NH,House,1,,,,ChrisPappasNH,,,,,,,1,,,,0
C00313510,29741,bill,pascrell,billpascrell,NJ,House,9,D,1/7/1997,1/3/2019,billpascrell,2,1845,0,1,NA,NA,1,,,,0
C00313510,29741,bill,pascrell,billpascrell,NJ,House,9,D,1/7/1997,1/3/2019,PascrellforNJ,,,,,,,1,,,,0
C00251918,29101,ed,pastor,edpastor,AZ,House,7,D,1/3/1991,1/3/2015,pastorforaz,4,114,0,1,NA,NA,0,1,4,,0
C00496075,41104,rand,paul,randpaul,KY,Senate,NA,R,1/5/2011,1/3/2023,randpaul,7,11064,1,1,NA,NA,1,,,,0
C00496075,41104,rand,paul,randpaul,KY,Senate,NA,R,1/5/2011,1/3/2023,DrRandPaul,,,,,,,1,,,,0
C00305342,14290,ronald,paul,ronaldpaul,TX,House,14,R,1/14/1975,1/3/2013,ronpaul,5,3861,0,0,932,0.241,0,,,,0
C00439661,20924,erik,paulsen,erikpaulsen,MN,House,3,R,1/6/2009,1/3/2019,reperikpaulsen,1,4227,0,0,3575,0.846,1,,,,1
C00439661,20924,erik,paulsen,erikpaulsen,MN,House,3,R,1/6/2009,1/3/2019,Erik_Paulsen,,,,,,,1,,,,0
C00519355,15619,donald,payne,donaldpayne,NJ,House,10,D,1/3/1989,3/6/2012,payne10thnj,2,12,0,1,NA,NA,1,,,,0
C00519355,31103,donald,payne,donaldpayne,NJ,House,10,D,11/15/2012,1/3/2019,repdonaldpayne,7,3737,0,1,NA,NA,1,,,,1
C00519355,31103,donald,payne,donaldpayne,NJ,House,10,D,11/15/2012,1/3/2019,DonaldPayneJr,,,,,,,1,,,,0
C00463836,20337,stevan,pearce,stevanpearce,NM,House,2,R,1/7/2003,1/3/2019,repstevepearce,0,3708,0,0,3265,0.881,1,,,,1
