,screen_name,text,date,retweets,favorites,polarizing,chamber,party
8,RepRatcliffe,Last week's tragic attack in NYC underscored the huge threats posed by ISIS &amp; other Islamist terrorists. Read more: https://t.co/vCw5dYdtXp https://t.co/FGR3LtbtIg,2017-11-07 18:39:00,1,4,0,House,R
56,SenDanCoats,Honored to receive National Association of Manufacturers Award at Wabash National in Lafayette today. http://t.co/XxuTpu8USf,2013-04-04 14:16:00,7,3,0,Senate,R
12,RepDavidKustoff,RT @CAL_FIRE: CAL FIRE wants to recognize the many out of state partners that have joined in battling these wildfires. https://t.co/OI7ixq0…,2018-11-14 00:40:00,4193,0,0,House,R
16,RepAbraham,My statement on Speaker Boehner's retirement announcement.#LA05 http://t.co/PgmltIaZYo,2015-09-25 14:41:00,2,3,0,House,R
59,Randy_Forbes,Sen. @JohnBoozman and I are holding a Roundtable on Panama Canal Expansion tomorrow in Suffolk.http://t.co/2FeX7fsR &amp; http://t.co/jvEgqW46,2012-10-17 19:51:00,0,0,0,House,R
60,RepLawrence,"Who benefits from #GOPTaxScam?  Wealthiest Americans &amp; corporations. Who gets the bill? Middle-class families, small biz, future generations https://t.co/MGJ4ZoKZU1",2017-11-07 17:14:00,4,4,1,House,D
53,DrPhilGingrey,Congratulations to @SecPriceMD! I'm looking forward to working with my friend and former colleague in his new role. https://t.co/1UgrRLZo8M,2017-02-10 19:26:00,5,18,0,House,R
20,RepJimmyPanetta,Met w/@AmericanCancer today. I will continue to support strong investment in cancer research and access to affordable health care. https://t.co/met3UJo9u8,2017-09-12 21:30:00,1,5,0,House,D
27,repdelgado,"I'm very pleased to be bringing Michael Hickey as my guest to the State of the Union. He is a true hero in what he has done to spur action in response to devastating effects that PFOA chemicals have had on our communities &amp; on families including his own. 
https://t.co/pDMkEMERNG",2019-02-04 16:03:00,16,70,0,House,
123,RepChrisStewart,Thanks to the UT Manufactures for stopping by the US Capitol yesterday. #utpol http://t.co/wrFRDJsIFd,2015-04-23 18:54:00,0,0,0,House,R
38,DaveBratVA7th,Where are the Democrats here? We need to solve the crisis at the southern border. https://t.co/7XJ5hSFWDP,2018-06-19 01:41:00,7,22,0,,
11,RussFulcher,"No #Ottercare, No #Obamacare. RT this picture and get the word out! http://t.co/eASXBVXgPj",2014-04-27 21:59:00,8,6,1,,
17,GeorgeHolding,@SenatorReid TRASHES the #Constitution AGAIN! http://t.co/6Gy85Qyq,2012-04-17 19:30:00,0,0,1,,
21,RepMikeLevin,"Chrissy and I are thinking of the families and victims in Lee County, Alabama. I know all Americans stand with Alabamans today and we will continue to stand with them in the recovery effort.",2019-03-04 19:23:00,6,27,0,,
17,RobertPittenger,Had a great breakfast this morning with Israeli Ambassador Ron Dermer discussing a future Parliamentary Intelligence-Security Forum in Jerusalem. https://t.co/StOjAy3hcK,2018-02-07 16:05:00,0,1,0,,
18,SpeakerRyan,RT @taxreformer: .@GroverNorquist and @SpeakerRyan discuss the 5 Ways Your Taxes Will Get Simpler Next Year https://t.co/KKBMaTSw2t #taxref…,2017-10-08 17:05:00,27,0,0,House,R
25,RepFilemonVela,"I recently co-sponsored House Resolution 527 in support of National Public Health Week, which starts today",2014-04-07 21:54:00,0,2,0,House,D
149,RepDianeBlack,Replacing #Obamacare &amp; enacting true #taxreform are two key planks of our #BetterWay for a more confident America. https://t.co/pPqhDejH57,2016-06-27 22:27:00,13,29,0,House,R
46,RepRaskin,RT @nowthisnews: DEMS READ THE ENTIRE MUELLER REPORT: Members of Congress are holding a marathon reading of the entire 448-page redacted Mu…,2019-05-16 17:02:00,604,0,0,House,D
88,RepDarrenSoto,Thanks @ricardorossello for joining chorus of leaders to end suspect #Whitefish contract to #RebuildPuertoRico  https://t.co/q7TXhGxRsB,2017-10-29 16:04:00,11,21,1,House,D
55,SenatorTimScott,"RT @hcfirerescue: STAY FIRE SAFE
When the lights go out, remember these tips:

Use flashlights, not candles. 

Operate grills away from you…",2018-09-14 19:47:00,25,0,0,Senate,R
169,RodneyDavis,RT @RepDaveJoyce: Proud to join my colleagues and friends @RepMarciaFudge @RodneyDavis @RepMarcyKaptur @RepAGonzalez at a House Admin Elect…,2019-05-01 22:33:00,7,0,0,House,R
28,RepTipton,Thanks Don! https://t.co/om3rn37fOy,2017-12-14 16:44:00,0,1,0,House,R
62,RepChrisGibson,Honored to join the Take A Veteran to School Program today at W.Sand Lake Elementary School.  Thank to all involved! http://t.co/r63TGHTV49,2014-11-07 16:51:00,1,0,0,House,R
53,RepRaulGrijalva,"Have questions about the college admissions process? My office is hosting a College Resource Fair this Saturday that is open to high school students and their families in #AZ03.

Join us and learn how your college dreams can become a reality. https://t.co/o8kXeYNDln https://t.co/cuJjZOM45D",2019-10-23 22:35:00,1,3,0,House,D
109,tedcruz,Honored and humbled to have your support! RT @SarahPalinUSA: Ted Cruz for Texas http://t.co/M14ILeFb #txsen,2012-05-14 23:10:00,17,1,0,Senate,R
112,RepDaveJoyce,"I applaud the decision of @ClevelandClinic to raise their minimum wage to $14 per hour in 2019 and $15 per hour in 2020. As the largest employer in Northeast Ohio, this decision will have a profound impact on Clinic employees, their families and our community. https://t.co/qmnorGqkf0",2018-12-12 18:28:00,2,4,0,House,R
8,GovernorSununu,"RT @dmabrams: .@UnionLeader: ""@GovChrisSununu says 'thank you' to North Country at inaugural celebration dinner” https://t.co/oISWw4PxQW #n…",2017-01-23 14:43:00,4,0,0,,
113,Randy_Forbes,"The majority leader announced that House Democrats will not do a budget this year. At this critical point in our nation, we cannot afford...",2010-06-22 20:09:00,2,0,0,House,R
103,larsenrick,RT @CNNPolitics: HHS: Obamacare signups surge - More than 1.1 million people enrolled in health care coverage through the federal ... http:…,2013-12-29 17:35:00,14,0,0,House,D
79,BobbyScott,.@realDonaldTrump's immigration order runs afoul of American values and our constitution. Read my full statement: https://t.co/3BK8NrKzlr,2017-01-29 16:59:00,152,328,1,House,D
56,RepLoisCapps,"Voting ""No"" on Agriculture Appropriations bill, would hurt #SantaBarbara and #SanLuisObispo County farmers",2011-06-16 17:16:00,1,0,1,House,D
50,SenJeffMerkley,"Thank you, @kittenxlady – and kittens! – for coming by today. Let’s pass the KITTEN Act and protect innocent animals like these three kittens from being euthanized in @USDA testing. https://t.co/YUuPyDTQkO",2018-06-08 02:25:00,315,888,0,Senate,D
12,RepFleming,Another reason to get the government out of Fannie Mae and Freddie Mac http://t.co/pil1rIp6,2012-04-10 14:49:00,0,0,1,House,R
54,WarrenDavidson,"@oroonoko77 Yes, all okay. Thanks for asking.",2017-06-14 13:07:00,0,1,0,House,R
14,DrNealDunnFL2,Looking forward to cheering on @FSUHoops tonight! Go Noles! #MarchMadness https://t.co/hmLxo5K5B2,2018-03-16 18:47:00,7,31,0,House,R
11,GregPenceIN,This weekend Denise and I had a great time at the Versailles Pumpkin Show. We enjoyed catching up with friends and residents of Ripley County. https://t.co/3JWmSXUGTP,2019-09-30 16:02:00,2,15,0,,
105,TulsiGabbard,"Tulsi Gabbard LIVE on the road - 9/11 Press Conference - New York, NY #TulsiGabbard #Tulsi2020 #Tulsi https://t.co/Mn8PxvbsDb",2019-10-29 17:00:00,433,1544,0,,
39,SenatorTester,Thank you for reaching out with your comments about my vote this week and the skyrocketing cost of prescription drugs... https://t.co/15NnPkZWhR,2017-01-14 21:42:00,1,12,0,Senate,D
81,DickDurbin,The Republicans are continuing their all-out assault on the Affordable Care Act without any solution to provide health care for the millions of Americans who rely on it. #ProtectOurCare https://t.co/AE0knttcOP,2018-12-17 23:05:00,22,38,1,,
54,RepBillJohnson,Proud to support passage of 2017 #NDAA yesterday - bipartisan bill gives our #troops the largest pay raise in 8 years.,2017-11-15 17:02:00,2,4,0,House,R
105,DelgadoforNY19,Thank you to all of the 8th Graders at MC Miller Middle School in Lake Katrine for writing to me about your project on Social Security &amp; work in the classroom learning about the Great Depression. Very glad I got to visit in person to talk with everyone! https://t.co/EnX6rAGbmr,2019-06-12 15:13:00,3,17,0,,
30,RubenGallego,Did Comey collude with a foreign government like Flynn did? https://t.co/wwGJddUfqu,2018-04-20 10:46:00,34,271,1,,
292,GOPLeader,"POTUS should fulfill his own #SOTU hopes &amp; join w/ bipartisan majorities in House &amp; Senate to stop #WOTUS overreach.
https://t.co/GKbR2Q61wX",2016-01-13 17:56:00,3,4,1,House,R
24,sethmoulton,People ask what I hear from inside the administration: chaos. Lucky a couple Marines are doing what they can. https://t.co/NmwxBH2jIw,2017-02-04 22:22:00,62,240,0,House,D
59,lutherstrange,These are serious crimes involving extensive betrayal of the public trust and theft of taxpayers' money. http://t.co/EKqKjZBU8A,2014-05-14 17:38:00,0,0,0,Senate,R
79,HarleyRouda,"@mkraju @ZcohenCNN Maybe @DanaRohrabacher should make his admiration for Assange his campaign slogan. 

I’ll make this mine: 

Harley Rouda wants FBI to investigate Rohrabacher in wake of Assange meeting. 

https://t.co/JcYpq0aOtT

Vote! June 5 #CA48",2018-05-23 15:07:00,41,69,1,,
120,Douglas_Collins,"Grillin with the Governor, Team Collins! http://t.co/ahWLUmWB",2012-07-21 20:33:00,0,0,0,,
114,RepJimCosta,RT @opiniontalk: @RepJimCosta introduces bill targeting #CAwater irrigation drainage disputes https://t.co/mjVFHAiizH https://t.co/b6SAjtVi…,2016-05-13 18:52:00,1,0,0,House,D
87,NydiaVelazquez,"Our political discourse should mean we can disagree without being disagreeable. Likewise, violence of any kind - and threats or even tacit support of violence - have no place in our society no matter who they are aimed at. 

We should be better than this. 
https://t.co/1R09WritgP",2018-10-24 15:00:00,6,10,0,House,D
65,timkaine,RT @CBS19News: U.S. Senators @timkaine and @MarkWarner ask for a vote on CHIP reauthorization. https://t.co/y08BhvwAUv,2017-10-26 19:37:00,74,0,0,Senate,D
92,replouiegohmert,"Tune in to @cspan right NOW. Talking on the @HouseFloor re: many important, pressing issues in the nation. #GohmertHour",2017-01-31 22:40:00,10,37,0,House,R
102,ToddYoungIN,We’ve seen #Obamacare premiums across all plans increase 20% for 2016 and now deductibles that are astronomical.  https://t.co/Rh2sfpn8cW,2015-11-17 01:33:00,1,0,0,,
19,Raul_Labrador,I want to wish you and your family a Merry Christmas and a Happy New  Year. May you continue to experience the spirit of goodwill that defines the holiday season – now and always. More in my #Christmas newsletter: https://t.co/tOA4ga0GK6,2017-12-24 17:11:00,10,40,0,House,R
61,RepDonBeyer,"Digging into today's health care news a bit more [thread]

Donald Trump has promised repeatedly to deliver more affordable health care to the American people, as recently as today. He is lying.

The good news is House Dems are actually working on this, as we promised to do. 1/ https://t.co/ulOhLytghE",2019-03-26 21:09:00,20,57,1,House,D
31,WebsterCongress,"As we commemorate Veteran's Day, I salute both the men and women of our armed forces, and their family members who... http://fb.me/xegBMqPQ",2010-11-11 14:30:00,1,0,0,,
25,RepBillFlores,"RT @Aggie_GR: Thank you @RepBillFlores, #TAMU class of '76, for speaking last night and visiting with our research faculty and students at…",2018-06-30 02:25:00,4,0,0,House,R
3,RodneyDavis,Not only does the Clean Power Plan hurt #IL13 coal but it fails to recognize nuclear's zero carbon emissions hurting Clinton Power Plant https://t.co/1lKZT28Gsy,2017-03-28 22:19:00,4,4,1,House,R
59,RepTimRyan,"A huge victory for women &amp; families across Ohio. The government has no place in the decisions made between a woman &amp; her doctor. I don't care how many times that needs to be said, but I'll keep saying it until Republicans stop pushing these backward, unconstitutional bills. https://t.co/vHWLF6OWuU",2019-07-03 20:02:00,86,407,1,House,D
112,RepPerlmutter,Tonight the nation will hear from #StonemanDouglas shooting survivors. I'm so proud of these students for making their voice heard. It’s time for Congress to show as much courage as these teens. #ParklandTownHall #StudentsDemandAction,2018-02-22 01:58:00,68,288,0,House,D
36,RepMoBrooks,RT @BAHEP: 🚀🛰Thank you .@RepMoBrooks for speaking to #CitizensForSpaceExploration 🚀🛰 https://t.co/YYoXWBFNbF,2017-05-25 13:31:00,2,0,0,House,R
6,StevenHorsford,RT @LawrenceWeekly: Tomorrow I am visiting ALL the children in the hospital @UMC. Each year I take big stuffed animals from @CircusCircus f…,2013-12-12 13:44:00,2,0,0,,
47,SenPatRoberts,"@KellyKellyInKC Thx for calling. We have a high volume of calls, but the phones are open. You can also reach me here https://t.co/hROcKnUcdj",2017-01-30 14:31:00,0,0,0,Senate,R
2,LtGovHochulNY,"#OTD 1872, Suffragist Susan B. Anthony defied the law and boldly voted in a federal election.
 
Never take for granted your right to vote. https://t.co/Ejq1k2aHlp",2017-11-05 15:01:00,12,34,1,,
99,KenCalvert,"As a nation, we stand with the community of Sutherland Springs, grieve for the victims, and pray for the wounded.",2017-11-06 17:30:00,4,8,0,House,R
7,RepKevinYoder,Tune in to @SportsRadio810 at 3 CT to hear me chat with @kkwhb about the Jayhawks and how we helped get Udoka Azubuike’s mother a travel visa to get to San Antonio this weekend.,2018-03-30 19:49:00,4,8,0,House,R
39,RepJackBergman,"To celebrate our incredible Michigan farmers, here are some Michigan #NationalAgricultureDay facts:

🥗 Michigan produces over 300 agriculture commodities on a commercial basis. 

🍒 Michigan’s cherry production is about 250,000,000 pounds. https://t.co/qdYfIE4vYy",2019-03-14 18:55:00,0,6,0,House,R
0,repcleaver,Escobar with another clutch hit to tie the game in the 5th. Let's Go @Royals. #TakeTheCrown #WorldSeries,2015-10-29 01:39:00,0,6,0,House,D
60,HillaryClinton,"""More than 31 million people have already voted early."" —Hillary

Join them → https://t.co/3TKJ4H68Kz",2016-11-03 03:55:00,784,2367,0,Senate,D
71,repjohnkline,This morning on @TCNewstalk w/ @DavisandEmmer I welcomed the @whitehouse to MN. Listen here: http://t.co/S2NN46uc #ObamaInMN #stribpol,2012-06-01 21:08:00,0,0,0,House,R
14,blanche4senate,National Turkey Federation praises Chairman Lincoln for efforts resulting in Russia poultry ban lift. http://giv.to/wSgZHX #ARSen,2010-06-28 18:03:00,1,0,0,Senate,D
35,KathleenRice,Happy Labor Day everyone! And thank you to Labor for all you do to keep our communities moving everyday #laborday,2013-09-02 13:06:00,0,0,0,,
38,RepTomReed,RT @JasonDJordan: @HornellTribune with @RepTomReed touring @AlstomUSA in #Hornell http://t.co/vxxnslZ2PU,2015-06-30 14:06:00,2,0,0,House,R
88,HarleyRouda,"How can my congressman @DanaRohrabacher protect our national security when he and the GOP are deeply involved in undermining it? 

Vote them out! 

https://t.co/FJ36P6pcPK    #CA48 

https://t.co/6rPeRf2oja @ericswalwell @AdamSchiffCA  https://t.co/6rPeRf2oja",2018-03-06 23:38:00,356,552,1,,
14,PhilGingreyMD,"""@jamiedupree: Details of the debt limit deal are on my blog http://t.co/PEOJGq51tE"" Bad deal for taxpayers...Kentucky $2B Earmark.",2013-10-17 01:16:00,1,1,0,House,R
167,DonnaFEdwards,RT @staceyabrams: .@StaceyAbrams WON tonight's debate against Kemp. She’s the only #GAGov candidate with real plans to lead Georgia forward…,2018-10-24 12:46:00,388,0,0,,
78,JenniferWexton,Democrats are united—@tomperriello is using his platform and energy to win House of Delegates seats throughout VA! https://t.co/U1g8Sdv9Tu,2017-06-29 14:27:00,15,44,0,,
48,mikehonda17,RT @PPact: #notoriousRBG shuts down the Texas' clinic shutdown law: https://t.co/EFo7ViVdkO #MyDecision #UndoTheBurden https://t.co/ClshPxx…,2016-06-27 16:43:00,430,0,1,House,D
